-139.773	-33.0195	1172
-139.23	-33.4985	1189
-139.073	-34.0901	1210
-137.36	-34.3155	1218
-132.294	-33.6957	1196
-126.455	-32.8505	1166
-120.32	-31.8926	1132
-117.561	-31.808	1129
-116.242	-32.118	1140
-114.975	-32.456	1152
-114.535	-33.0477	1173
-113.909	-33.6112	1193
-113.757	-34.3437	1219
-113.036	-34.9353	1240
-111.779	-35.3861	1256
-108.196	-35.1044	1246
-104.571	-34.7944	1235
-102.066	-34.8508	1237
-98.5083	-34.5409	1226
-94.6852	-34.1183	1211
-90.4708	-33.5266	1190
-87.6029	-33.4139	1186
-86.8317	-34.1183	1211
-87.4127	-35.4143	1257
-85.4366	-35.7242	1268
-80.8042	-34.9071	1239
-76.7387	-34.2873	1217
-73.7425	-34.1183	1211
-70.9484	-34.0338	1208
-67.6583	-33.6957	1196
-63.767	-33.0195	1172
-60.502	-32.6251	1158
-57.7984	-32.5124	1154
-55.5914	-32.6814	1160
-53.9532	-33.2167	1179
-53.2358	-34.4	1221
-51.4251	-34.9635	1241
-48.7031	-34.9353	1240
-46.0597	-34.9635	1241
-42.8178	-34.5127	1225
-39.5794	-34.0056	1207
-36.6946	-33.752	1198
-33.8202	-33.4703	1188
-31.6466	-33.8929	1203
-29.7222	-34.6818	1231
-27.4348	-35.1607	1248
-24.8757	-35.3579	1255
-22.2864	-35.5551	1262
-19.6513	-35.7242	1268
-16.8569	-35.6115	1264
-14.0016	-35.3016	1253
-11.0766	-34.6254	1229
-8.01567	-32.9632	1170
-290.743	-32.0469	1232
-288.08	-32.0469	1232
-278.93	-31.3186	1204
-268.524	-30.4342	1170
-246.766	-30.8764	1187
-239.468	-30.2781	1164
-238.988	-30.5382	1174
-228.836	-30.5382	1174
-225.527	-30.4342	1170
-224.332	-30.6163	1177
-220.469	-30.4342	1170
-218.312	-30.4862	1172
-215.226	-30.4082	1169
-210.516	-30.096	1157
-206.936	-29.94	1151
-204.27	-29.914	1150
-202.311	-29.992	1153
-201.378	-30.2261	1162
-199.38	-30.3041	1165
-197.03	-30.3301	1166
-194.676	-30.3562	1167
-194.13	-30.6683	1179
-193.856	-31.0325	1193
-191.918	-31.1365	1197
-188.382	-30.9804	1191
-183.467	-30.5903	1176
-180.463	-30.5122	1173
-179.748	-30.8244	1185
-180.775	-31.4487	1209
-182.14	-32.151	1236
-183.969	-32.9574	1267
-182.804	-33.2435	1278
-180.605	-33.3476	1282
-176.169	-33.0354	1270
-170.692	-32.5152	1250
-166.915	-32.3071	1242
-163.834	-32.229	1239
-161.025	-32.203	1238
-160.14	-32.5672	1252
-158.188	-32.7233	1258
-154.974	-32.6192	1254
-150.32	-32.203	1238
-145.02	-31.6308	1216
-142.275	-31.6047	1215
-141.257	-31.9689	1229
