463.361	-54.2199	1089
475.551	-55.3651	1112
489.13	-56.6596	1138
501.525	-57.8047	1161
509.679	-58.452	1174
506.545	-57.8047	1161
495.462	-56.2613	1130
483.805	-54.668	1098
491.492	-55.2655	1110
501.456	-56.1119	1127
511.94	-57.0081	1145
524.748	-58.1532	1168
334.852	-55.962	1175
339.976	-56.3906	1184
346.875	-57.105	1199
357.628	-58.4386	1227
365.86	-59.3435	1246
359.088	-57.8194	1214
361.116	-57.7242	1212
364.937	-57.9147	1216
373.611	-58.8672	1236
382.372	-59.8198	1256
387.233	-60.1532	1263
382.862	-59.0577	1240
380.567	-58.2957	1224
382.9	-58.2481	1223
387.12	-58.4862	1228
398.662	-59.8198	1256
386.997	-57.6766	1211
379.963	-56.2477	1181
382.192	-56.2001	1180
388.003	-56.6764	1190
398.453	-57.8194	1214
408.015	-58.8196	1235
415.673	-59.534	1250
426.408	-60.6771	1274
429.162	-60.6771	1274
426.491	-59.915	1258
420.34	-58.6767	1232
418.54	-58.0576	1219
397.335	-54.7713	1150
406.774	-55.7238	1170
418.749	-57.0098	1197
426.616	-57.7242	1212
437.736	-58.8672	1236
444.684	-59.4388	1248
448.815	-59.6293	1252
446.834	-59.0101	1239
450.238	-59.1054	1241
452.92	-59.1054	1241
451.932	-58.6291	1231
451.638	-58.2481	1223
446.482	-57.2479	1202
448.333	-57.1527	1200
453.182	-57.4384	1206
459.19	-57.8671	1215
465.237	-58.2957	1224
461.767	-57.5337	1208
455.153	-56.3906	1184
456.166	-56.2001	1180
465.325	-57.0098	1197
476.513	-58.0576	1219
482.292	-58.4386	1227
485.735	-58.5338	1229
488.789	-58.5815	1230
496.243	-59.153	1242
503.748	-59.7245	1254
510.094	-60.1532	1263
507.952	-59.5816	1251
507.39	-59.2006	1243
508.846	-59.0577	1240
524.315	-60.5342	1271
519.184	-59.6293	1252
515.221	-58.8672	1236
512.864	-58.2957	1224
509.614	-57.6289	1210
506.726	-57.0098	1197
496.549	-55.581	1167
499.927	-55.6762	1169
507.182	-56.2001	1180
514.485	-56.724	1191
527.045	-57.8194	1214
536.65	-58.5815	1230
541.501	-58.8196	1235
538.443	-58.2005	1222
540.199	-58.1052	1220
542.391	-58.0576	1219
544.132	-57.9623	1217
539.574	-57.2003	1201
526.37	-55.5333	1166
515.737	-54.1521	1137
243.204	-53.3767	1174
244.068	-53.013	1166
239.186	-51.4217	1131
268.445	-54.377	1196
268.991	-53.9678	1187
274.989	-54.6498	1202
282.668	-55.65	1224
291.374	-56.8321	1250
300.664	-58.1052	1278
309.837	-59.3327	1305
312.179	-59.2418	1303
310.402	-58.378	1284
309.031	-57.605	1267
309.063	-57.1049	1256
314.261	-57.5596	1266
312.491	-56.7412	1248
313.421	-56.4229	1241
320.179	-57.1504	1257
328.804	-58.1961	1280
331.83	-58.2416	1281
327.286	-56.9685	1253
329.468	-56.8776	1251
332.703	-56.9685	1253
335.947	-57.0595	1255
340.009	-57.2868	1260
345.181	-57.696	1269
346.827	-57.5141	1265
347.075	-57.1049	1256
350.069	-57.1504	1257
358.96	-58.1506	1279
365.685	-58.7872	1293
370.76	-59.1509	1301
375.869	-59.5146	1309
378.12	-59.4237	1307
378.614	-59.0599	1299
377.898	-58.5144	1287
381.568	-58.6508	1290
386.144	-58.9236	1296
393.748	-59.651	1312
402.327	-60.5149	1331
402.16	-60.0602	1321
398.884	-59.1509	1301
400.77	-59.0145	1298
405.13	-59.2418	1303
407.947	-59.2418	1303
410.448	-59.1963	1302
411.993	-59.0145	1298
400.738	-57.014	1254
396.693	-56.0592	1233
397.415	-55.7864	1227
401.045	-55.9228	1230
407.971	-56.5139	1243
412.31	-56.7412	1248
421.326	-57.605	1267
431.094	-58.5598	1288
432.867	-58.4234	1285
434.628	-58.287	1282
434.67	-57.9233	1274
436.394	-57.7869	1271
438.796	-57.7414	1270
442.237	-57.8324	1272
454.432	-59.0599	1299
454.424	-58.6962	1291
451.902	-58.0142	1276
450.741	-57.5141	1265
454.193	-57.605	1267
459.456	-57.9233	1274
465.475	-58.3325	1283
471.168	-58.6962	1291
473.225	-58.6053	1289
472.688	-58.1961	1280
470.255	-57.5596	1266
468.508	-57.014	1254
468.964	-56.7412	1248
474.685	-57.1049	1256
481.582	-57.605	1267
480.88	-57.1959	1258
479.755	-56.7412	1248
479.361	-56.3775	1240
481.652	-56.332	1239
484.722	-56.3775	1240
492.119	-56.9231	1252
501.94	-57.7414	1270
509.056	-58.2416	1281
509.028	-57.9233	1274
505.355	-57.1959	1258
501.613	-56.4684	1242
502.267	-56.2411	1237
505.758	-56.332	1239
510.077	-56.5139	1243
513.589	-56.6048	1245
515.037	-56.4684	1242
520.64	-56.7867	1249
522.502	-56.6957	1247
522.249	-56.3775	1240
526.2	-56.5139	1243
532.29	-56.8776	1251
540.554	-57.4687	1264
545.006	-57.6505	1268
544.291	-57.2868	1260
540.503	-56.6048	1245
540.14	-56.2865	1238
544.57	-56.4684	1242
549.458	-56.6957	1247
553.482	-56.8321	1250
556.629	-56.8776	1251
558.886	-56.8321	1250
553.951	-56.0592	1233
554.811	-55.8773	1229
534.788	-53.6041	1179
208.512	-55.0829	1272
201.463	-52.528	1213
199.542	-51.3588	1186
203.639	-51.7485	1195
214.334	-53.7838	1242
226.629	-56.1655	1297
230.671	-56.4687	1304
233.49	-56.4687	1304
231.778	-55.3861	1279
230.875	-54.52	1259
227.66	-53.1342	1227
228.247	-52.6579	1216
231.445	-52.7878	1219
236.001	-53.2209	1229
243.512	-54.3035	1254
253.095	-55.8191	1289
258.463	-56.3821	1302
256.862	-55.4294	1280
259.021	-55.2995	1277
264.036	-55.7758	1288
264.542	-55.2995	1277
264.581	-54.7365	1264
270.486	-55.3861	1279
276.883	-56.1222	1296
283.353	-56.8584	1313
286.409	-56.9017	1314
290.13	-57.0749	1318
292.312	-56.945	1315
294.033	-56.7285	1310
295.732	-56.512	1305
296.265	-56.0789	1295
297.91	-55.8624	1290
300.931	-55.9057	1291
305.369	-56.2088	1298
310.786	-56.6852	1309
315.772	-57.0749	1318
319.83	-57.2915	1323
323.178	-57.3781	1325
325.55	-57.2915	1323
328.41	-57.2915	1323
321.505	-55.6026	1284
324.028	-55.5593	1283
332.15	-56.4687	1304
339.336	-57.2048	1321
336.752	-56.2955	1300
340.868	-56.512	1305
345.006	-56.7285	1310
342.527	-55.8624	1290
344.245	-55.6892	1286
348.644	-55.949	1292
353.885	-56.3388	1301
356.149	-56.2522	1299
356.747	-55.9057	1291
355.36	-55.2562	1276
362.048	-55.8624	1290
368.23	-56.3821	1302
375.319	-57.0316	1317
377.305	-56.9017	1314
374.07	-55.9923	1293
372.785	-55.3861	1279
374.669	-55.2562	1276
379.793	-55.6026	1284
385.548	-56.0356	1294
391.347	-56.4687	1304
396.282	-56.7718	1311
399.724	-56.8584	1313
399.19	-56.3821	1302
403.548	-56.5986	1307
410.727	-57.2048	1321
412.017	-56.9883	1316
411.079	-56.4687	1304
410.089	-55.949	1292
406.171	-55.0396	1271
405.058	-54.52	1259
409.723	-54.7798	1265
414.087	-54.9963	1270
419.787	-55.3861	1279
422.882	-55.4294	1280
426.979	-55.6026	1284
429.42	-55.5593	1283
432.194	-55.5593	1283
433.95	-55.4294	1280
435.693	-55.2995	1277
437.081	-55.1262	1273
438.45	-54.953	1269
443.28	-55.2128	1275
449.884	-55.6892	1286
453.368	-55.7758	1288
454.736	-55.6026	1284
451.454	-54.8664	1267
450.249	-54.3901	1256
451.522	-54.2169	1252
454.954	-54.3035	1254
460.22	-54.6066	1261
463.313	-54.6499	1262
465.302	-54.5633	1260
466.169	-54.3468	1255
466.64	-54.0869	1249
470.843	-54.2602	1253
477.709	-54.7365	1264
482.722	-54.9963	1270
482.027	-54.6066	1261
482.062	-54.3035	1254
482.84	-54.0869	1249
484.762	-54.0003	1247
489.803	-54.2602	1253
499.194	-54.9963	1270
504.706	-55.2995	1277
508.261	-55.3861	1279
509.028	-55.1695	1274
506.962	-54.6499	1262
505.247	-54.1735	1251
503.891	-53.7405	1241
506.574	-53.7405	1241
510.488	-53.8704	1244
512.764	-53.8271	1243
516.695	-53.957	1246
519.806	-54.0003	1247
521.245	-53.8704	1244
